magnitude,location,longitude,latitude
0.4,8 km NW of Indian Springs,-115.7413,36.6251
1.2,5 km W of Houston,-149.9179,61.6236
4.3,223 km SSW of Kawalu,107.7615,-9.3575
3.1,58 km S of Whites City,-104.299,31.649
-0.18,31 km N of Ivanof Bay,-159.409833333333,56.1813333333333
1.83000004,9 km SE of Volcano,-155.181503295898,19.3724994659424
1.02,20 km E of Hornbrook,-122.30833333333334,41.92216666666667
2.86,13 km WSW of Quinton,-95.50766667,35.08366667
2.35,6 km S of Volcano,-155.2455,19.3873333333333
1.43,25 km ENE of Seeley Lake,-113.194333333333,47.2971666666667
0.1,36 km ENE of Furnace Creek,-116.4885,36.5949
1.84,3 km SSW of Highland Park,-118.2066667,34.093
2.81,5 km ESE of La Parguera,-67.0005,17.9466666666667
0.56,10 km NNW of Anza,-116.7016667,33.6418333
0.3,12 km NW of Indian Springs,-115.7589,36.6584
1.45,1 km NNE of Newport,-122.17716666666666,47.58283333333333
0.89,12 km E of Cloverdale,-122.88,38.83
1.16,68 km SSW of Ugashik,-157.7315,56.9275
1.55,4 km SSE of Highland Park,-118.1845,34.0871667
1.6,74 km S of Eureka,-115.9369,38.8423
1.27,10 km SW of Salton City,-116.0395,33.241
1.5,28 km WNW of Beluga,-151.5629,61.2505
1.59,4 km N of Woods Creek,-121.90783333333333,47.9205
4.8,107 km S of Gambiran Satu,114.0121,-9.3526
2.22000003,13 km NE of Pāhala,-155.405334472656,19.3041667938232
2.9,9 km NW of Indian Springs,-115.7319,36.6425
1.83,26 km N of Pāhala,-155.498001098633,19.4371662139893
1.6,36 km NNW of Toyah,-103.977,31.608
1.76,7 km NW of Parkfield,-120.49,35.94
1.49,21 km NW of Grapevine,-119.0948333,35.077
2,22 km NW of Grapevine,-119.0956667,35.0811667
1.2,4 km SSE of Big Lake,-149.9082,61.486
1.36,10 km SW of Salton City,-116.0396667,33.2416667
1.3,3 km NW of Nordheim,-97.637,28.947
1.29,22 km E of Little Lake,-117.6596667,35.9636667
-0.55,70 km NW of Ninilchik,-152.720833333333,60.4131666666667
2.4,9 km NNE of Houston,-149.749,61.7112
2.85,6 km NNW of Pinnacles,-121.18,36.57
0.8,10 km SSE of Salcha,-146.857,64.4299
0.5,1 km SE of Carnelian Bay,-120.0705,39.2154
1.29,9 km SW of Salton City,-116.0348333,33.2458333
2.4,9 km NNE of Houston,-149.7235,61.7052
3.38,10 km SW of Salton City,-116.042,33.2413333
1.9,2 km NNE of Lindsay,-103.533,31.387
2.1,48 km ENE of Maneadero,-116.1145,31.9086667
0.94,8 km WSW of Dammeron Valley,-113.766166666667,37.28
-0.39,60 km NNE of Chignik,-158.14,56.8206666666667
2.02,3 km SSW of Pāhala,-155.491668701172,19.1698341369629
1.7,70 km ESE of Denali National Park,-150.5262,63.209
0.64,13 km NW of Ferron,-111.253333333333,39.166
0.83,10 km S of Idyllwild,-116.733,33.6525
1.38,20 km NNE of Searles Valley,-117.3585,35.9445
1.32,11 km S of Bodfish,-118.512001,35.487999
1.02,6 km WNW of Cobb,-122.79,38.84
0.6,7 km NNW of Indian Springs,-115.7126,36.6311
1.87,14 km S of Volcano,-155.249160766602,19.3169994354248
4,56 km S of Taltal,-70.3851,-25.9128
1.15,20 km E of Little Lake,-117.68,35.9441667
1.67,118 km W of Yachats,-125.57683333333334,44.442
2.4,60 km SSW of Shungnak,-157.4602,66.3639
0.93,58 km WNW of Tyonek,-152.159833333333,61.2468333333333
1.28,9 km S of Fern Forest,-155.124333333333,19.3796666666667
1.04,6 km S of Volcano,-155.245666666667,19.3858333333333
1.8,50 km SSW of Whites City,-104.6,31.759
0.22,55 km WNW of Tyonek,-152.1265,61.2193333333333
1.5,15 km NNE of Hermleigh,-100.683,32.76
0.3,7 km NNW of Indian Springs,-115.7142,36.6287
0.52,7 km NW of Aguanga,-116.909,33.4901667
-0.45,11 km W of Akutan,-165.949833333333,54.133
4.4,96 km SSE of Hualien City,122.0587,23.2141
4.1,south of the Fiji Islands,-179.9779,-23.7435
2.77,6 km S of Volcano,-155.242333333333,19.3861666666667
0.39,6 km NE of Lake Henshaw,-116.727,33.2866667
0.7,49 km NNW of Glacier View,-147.9499,62.2255
1.22,9 km ESE of Katie,-97.2635,34.53416667
2.06999993,23 km E of Pāhala,-155.253494262695,19.2276668548584
0.4,10 km NNW of Indian Springs,-115.733,36.648
0.85,7 km SSW of Salton City,-115.9975,33.2456667
0.7,10 km NW of Indian Springs,-115.7429,36.6388
1.2,21 km N of Yerington,-119.1318,39.1809
1.67,3 km NE of Laytonville,-123.46,39.71
1.51,11 km NNE of Trabuco Canyon,-117.5391667,33.748
1.9,25 km ESE of Christine,-98.246,28.745
0.4,11 km NW of Indian Springs,-115.7434,36.6544
1.01,4 km SSW of Union City,-97.966,35.35533333
0.1,6 km NE of Loyalton,-120.1878,39.7215
2.0999999,9 km SSW of Volcano,-155.283172607422,19.3676662445068
2.05999994,11 km S of Volcano,-155.219833374023,19.3383331298828
2.19,15 km WSW of Searles Valley,-117.554,35.7133333
1.4,3 km SSE of Virginia City,-119.639,39.2753
1.33,23 km NW of Stanley,-115.166166666667,44.348
2.26,3 km S of Palomar Observatory,-116.8641667,33.329
1.56,4 km NNE of San Ardo,-120.89,36.05
1.89,8 km ESE of Katie,-97.26533333,34.543
2.5,39 km NE of Pleasant Valley,-146.2098,65.106
0.98,8 km NW of Cobb,-122.81,38.85
1.9,20 km NE of Four Mile Road,-148.8319,64.7383
2.67,6 km WSW of Guánica,-66.9588333333333,17.9398333333333
-0.4,42 km NW of Indian Springs,-115.9832,36.8626
1.6,3 km SSE of Virginia City,-119.6403,39.275
0.2,10 km W of Indian Springs,-115.7817,36.5874
0.5,8 km NW of Indian Springs,-115.729,36.6296
0.21,8 km NNW of The Geysers,-122.82,38.83
0.5,72 km ENE of Port Alsworth,-153.0559,60.3738
2.6,127 km NNE of Chalkyitsik,-142.6218,67.7174
1.72,24 km E of Maricopa,-119.1391667,35.0895
1.8,21 km ESE of Christine,-98.286,28.734
5,160 km W of Labuan,104.3956,-6.6178
0.5,9 km NW of Indian Springs,-115.7427,36.6289
0.8,9 km NW of Indian Springs,-115.7317,36.6385
1.77,13 km SSE of Volcano,-155.192672729492,19.3253326416016
1.4,81 km NNE of Port Alsworth,-153.4982,60.816
1.80999994,4 km SSW of Pāhala,-155.488998413086,19.1625003814697
0.1,9 km NNW of Indian Springs,-115.7208,36.6413
2.43,5 km SSE of Pāhala,-155.466,19.1516666666667
2.1500001,5 km S of Pāhala,-155.481994628906,19.1560001373291
1.70000005,7 km SSE of Volcano,-155.216827392578,19.3745002746582
1.6,43 km W of Anchor Point,-152.5987,59.7024
1.11,8 km WNW of Cobb,-122.81,38.84
1.04,18 km ESE of Julian,-116.411,33.0346667
1.31,22 km NW of Grapevine,-119.0901667,35.0921667
1.87,22 km NW of Grapevine,-119.0873333,35.09
1.81,24 km NW of Grapevine,-119.1076667,35.1053333
0.68,3 km SSE of Enumclaw,-121.9725,47.1795
1.24,3 km SSW of Union City,-97.95633333,35.35866667
1.94,15 km SSE of Volcano,-155.1665,19.3231666666667
2.36,22 km NW of Grapevine,-119.1011667,35.0848333
2,47 km W of Cantwell,-149.8927,63.3534
0.64,11 km W of Morongo Valley,-116.703,34.0335
1.67,22 km NW of Grapevine,-119.0975,35.0851667
1.66,22 km NW of Grapevine,-119.1041641,35.0841675
0.2,9 km NW of Indian Springs,-115.7406,36.6363
1.07,8 km NNW of The Geysers,-122.81,38.83
0.98,9 km E of Alum Rock,-121.73,37.38
-0.06,82 km ENE of Port Alsworth,-152.9285,60.4815
1.3,4 km ENE of Fairbanks,-147.6246,64.8478
1.1,3 km ENE of Fairbanks,-147.6503,64.8496
3.5,17 km NNE of Hermleigh,-100.703,32.781
1.75,6 km S of Volcano,-155.242660522461,19.3873329162598
2.32,7 km SW of Volcano,-155.279333333333,19.3918333333333
0.85,7 km NNW of The Geysers,-122.8,38.83
0.3,9 km NW of Indian Springs,-115.7444,36.6306
2.2,38 km WSW of Mentone,-103.994,31.634
1.31,0 km NNE of The Geysers,-122.76,38.78
0.16,37 km WSW of False Pass,-163.9675,54.7563333333333
0.76,7 km NNW of The Geysers,-122.81,38.82
1.4,3 km SSE of Highland Park,-118.1878333,34.092
0.6,59 km E of Beatty,-116.1013,36.9972
1.4,19 km SSW of Point Possession,-150.8826,60.7735
0.53,25 km WNW of Chignik Lake,-159.147833333333,56.3403333333333
1.19,3 km SSE of The Geysers,-122.73,38.76
0.8,24 km NNE of Chickaloon,-148.2802,61.996
0.9,105 km S of McCarthy,-142.8989,60.4857
0.4,38 km NE of Adak,-176.1665,52.0708333333333
0.2,8 km NW of Indian Springs,-115.7366,36.6264
1.24,22 km ESE of Little Lake,-117.6725,35.8785
0.99,8 km SSW of Pearblossom,-117.9466667,34.4421667
0.3,9 km NW of Indian Springs,-115.7421,36.6381
1.28,7 km SSW of Neenach,-118.6261673,34.7191658
1.3,115 km NW of Yakutat,-141.0934,60.324
0.7,10 km NW of Indian Springs,-115.7362,36.643
0.58,3 km SE of Warner Springs,-116.612,33.2655
4.2,25 km NW of Velasco Ibarra,-79.7976,-0.8731
0.4,49 km ENE of Adak,-175.929833333333,51.9748333333333
0.5,8 km NNW of Indian Springs,-115.7228,36.6331
0.2,10 km NW of Indian Springs,-115.7395,36.6435
1.8,30 km SE of Lowell Point,-149.0134,59.8969
1.52,5 km NW of Minco,-97.98616667,35.3515
0.99,1 km W of Maple Valley,-122.07033333333334,47.39
0.3,10 km NW of Indian Springs,-115.7342,36.6453
2.01999998,5 km S of Pāhala,-155.477828979492,19.1518325805664
-0.03,58 km WNW of Tyonek,-152.1595,61.242
1.7,9 km NNW of Indian Springs,-115.7289,36.6448
1.2,4 km S of Salcha,-146.8958,64.4845
-0.47,87 km NNW of Karluk,-154.913666666667,58.3125
0.3,10 km NNW of Indian Springs,-115.7356,36.6496
4.3,5 km W of Cepitá,-73.0261,6.7612
0.8200000000000001,14 km E of Scotts Mills,-122.48916666666666,45.03183333333333
2.07999992,5 km S of Pāhala,-155.481826782227,19.1548328399658
0.92,12 km WNW of Big Bear Lake,-117.0255,34.29
0.3,10 km NW of Indian Springs,-115.7623,36.6351
2.3,24 km NNE of Hawaiian Ocean View,-155.701666666667,19.2825
0.48,9 km S of Idyllwild,-116.7343333,33.6571667
1.51,4 km SSW of Union City,-97.9545,35.35566667
0.3,9 km NNW of Indian Springs,-115.7214,36.6492
2.1,100 km NW of Yakutat,-141.1532,60.0942
0.3,9 km NW of Indian Springs,-115.7434,36.6281
2.32,16 km ENE of Red Bluff,-122.09,40.27
3.7,109 km WSW of Inuvik,-136.3126,68.1507
1.07,20 km NW of Grapevine,-119.09,35.0688333
-1.05,62 km NNE of Chignik,-158.1095,56.8353333333333
4.4,90 km WNW of Mohr,52.0455,27.8883
0.7,10 km NW of Indian Springs,-115.7503,36.6422
0.64,5 km NW of Minco,-97.98883333,35.34916667
1.4,47 km SSE of Nelchina,-146.4936,61.5885
2.12,14 km ENE of Borrego Springs,-116.2416667,33.3073333
1.7,46 km S of Denali National Park,-151.8458,63.1262
1.4,10 km NW of Indian Springs,-115.7599,36.6361
1.4,10 km NW of Indian Springs,-115.7384,36.6416
0.4,9 km NW of Indian Springs,-115.7543,36.6276
0.2,9 km NW of Indian Springs,-115.7448,36.6369
0.98,4 km NNW of Minco,-97.96016667,35.35083333
4.2,91 km SSW of Tual,132.4367,-6.3909
1.91,4 km WSW of Piedmont,-97.79013062,35.63037491
2.18000007,9 km ENE of Pāhala,-155.397827148438,19.2455005645752
0.3,10 km NW of Indian Springs,-115.7422,36.6393
0.5,8 km NW of Indian Springs,-115.7288,36.6277
1.75999999,10 km ENE of Pāhala,-155.391662597656,19.2501659393311
1.5,49 km WNW of Karluk,-155.1872,57.7792
2.9,9 km NW of Indian Springs,-115.7366,36.6366
-0.25,64 km NNE of Chignik,-158.1145,56.85
2.9,110 km ESE of Chenega,-146.3519,59.5366
-0.08,65 km NNE of Chignik,-158.110666666667,56.8596666666667
1.2,8 km NW of Indian Springs,-115.7295,36.6256
1.6,8 km NW of Indian Springs,-115.7314,36.6313
0.33,65 km NNE of Chignik,-158.126166666667,56.8581666666667
4.4,8 km NW of Indian Springs,-115.7274,36.636
1.56,12 km NNE of Pāhala,-155.4415,19.3088333333333
0.44,21 km E of Little Lake,-117.6738333,35.9216667
5.2,50 km SSE of San Juan,-75.0509,-15.8041
1.17,21 km ENE of Pine Valley,-116.332,32.9136667
0.4,9 km NW of Indian Springs,-115.7375,36.6405
0.84,5 km NW of Big Bear Lake,-116.9455,34.276
-0.51,66 km NNE of Chignik Lagoon,-158.262,56.886
2.01,20 km NW of Grapevine,-119.0533333,35.0861667
1.2,14 km WSW of Quinton,-95.5195,35.08766667
1.39,15 km SW of Tecate,-116.7653333,32.485
2.24,10 km N of Borrego Springs,-116.3756667,33.3488333
1.3,26 km NNW of Fishhook,-149.4451,61.9648
4.4,Banda Sea,129.5297,-6.1651
1.3,5 km NW of Big Bear Lake,-116.9443333,34.2745
1.14,8 km NNW of Calumet,-98.14333333,35.67116667
1.8,5 km NW of Lakeline,-81.4975,41.6988
0.6,10 km NW of Indian Springs,-115.7489,36.6404
1.22,7 km S of Ridgely,-89.4858333333333,36.1963333333333
1.43,4 km NNW of Minco,-97.96716667,35.34583333
1.84,13 km NNE of Pāhala,-155.430160522461,19.3148326873779
1.1,41 km N of Valdez,-146.3987,61.5033
2.48,12 km NNE of Pāhala,-155.431666666667,19.3088333333333
4.8,Maug Islands region,145.2633,20.1924
1.16,5 km NNW of Minco,-97.975,35.35266667
2.05999994,12 km NNE of Pāhala,-155.429840087891,19.3071670532227
1.64,14 km ENE of Borrego Springs,-116.2445,33.3088333
2.12,11 km SSW of Leilani Estates,-154.975333333333,19.3846666666667
1.67,14 km ENE of Borrego Springs,-116.2453333,33.3128333
2.72,14 km ENE of Borrego Springs,-116.2435,33.307
2.09,14 km S of Fern Forest,-155.116666666667,19.3383333333333
0.77,13 km E of Cloverdale,-122.88,38.84
4.9,156 km SE of Kuqa,84.2243,40.7053
4.3,168 km SE of Kuqa,84.4185,40.6997
1.77999997,12 km NNE of Pāhala,-155.438827514648,19.308500289917
0.75,7 km NW of The Geysers,-122.81,38.82
0.9,9 km NW of Indian Springs,-115.7333,36.6376
0.61,7 km ENE of San Martin,-121.54,37.11
1,24 km NW of Beatty,-116.9587,37.0609
4.9,Kermadec Islands,-177.7633,-29.8788
2.23,13 km NNE of Pāhala,-155.4375,19.3153324127197
0.66,6 km NW of The Geysers,-122.81,38.81
0.51,5 km NNW of The Geysers,-122.79,38.81
2.07999992,3 km N of Pāhala,-155.473663330078,19.2346668243408
0.6,9 km NNW of Indian Springs,-115.7242,36.6451
1.15,4 km NNW of Minco,-97.96,35.352
1.7,10 km SSE of Toledo,-122.81533333333333,46.348
1.9,56 km ESE of Denali Park,-147.8503,63.5469
0.85,7 km WNW of Cobb,-122.81,38.83
0.68,35 km NNE of Amboy,-122.35083333333333,46.221333333333334
1.69,54 km WSW of Gold Beach,-125.07083333333334,42.293
2.5,223 km WSW of Pistol River,-127.0423,41.8629
1.11,6 km NNW of The Geysers,-122.8,38.82
0.22,65 km NE of Nikolski,-168.224666666667,53.3845
-0.18,69 km ENE of Pedro Bay,-153.066833333333,60.1261666666667
1.2,35 km NW of Valdez,-146.8287,61.3496
1.59,9 km N of Big Bear City,-116.8361667,34.3426667
1.4,28 km SSE of Mina,-117.9485,38.1637
1.09,9 km NW of The Geysers,-122.84,38.82
0.59,9 km WNW of Cobb,-122.82,38.84
0.63,38 km NNE of Amboy,-122.21316666666667,46.211
1.38,4 km SSE of Highland Park,-118.1801667,34.0926667
3,198 km WSW of Pistol River,-126.7271,41.8665
1.05,23 km NW of Grapevine,-119.1171667,35.0786667
1.12,82 km W of Adak,-177.824833333333,51.8586666666667
1.64,19 km NW of Grapevine,-119.0643333,35.0791667
1.1,16 km N of Pedro Bay,-154.1402,59.9341
1.38,10 km S of Fern Forest,-155.150833333333,19.369
0.89,8 km NNW of The Geysers,-122.82,38.83
1.6,23 km SW of Lamont,-119.081,35.1085
0.46,9 km WSW of Idyllwild,-116.8081667,33.7078333
1.1,8 km NE of Fox,-147.4842,65.0025
1.2,28 km SE of Virginia City,-111.727166666667,45.0878333333333
0.95,6 km E of Borrego Springs,-116.3096667,33.2593333
4.6,77 km W of Sungai Penuh,100.6928,-2.1137
1.92,23 km SW of Lamont,-119.1173333,35.138
1.47,17 km SSE of Waynoka,-98.79316667,36.44133333
1.7,34 km W of Anchor Point,-152.4395,59.7251
1.8,48 km WSW of Cantwell,-149.7995,63.186
1.64,21 km NNW of Parkfield,-120.59,36.04
1.19,24 km ENE of Maricopa,-119.1486667,35.1246667
0.46,3 km ESE of San Jacinto,-116.9266667,33.7751667
1.71,15 km SSW of Tres Pinos,-121.34,36.65
2.29,4 km SSE of Highland Park,-118.1828333,34.0866667
1.3,20 km S of Central,-144.7964,65.3878
1.72,4 km ENE of Rancho San Diego,-116.9005,32.7636667
2.25,46 km WNW of Petrolia,-124.82,40.38
0.26,7 km NNW of The Geysers,-122.81,38.83
3.5,83 km SSW of Sand Point,-161.1613,54.6844
1.34,10 km S of Fern Forest,-155.15,19.3691666666667
1.8900000000000001,12 km NW of Thorp,-120.803,47.129666666666665
1.5,71 km SE of Unalaska,-165.7939,53.4036
1.64,23 km NW of Parkfield,-120.63,36.04
0.74,12 km ESE of Mammoth Lakes,-118.84,37.63
2.02,10 km S of Fern Forest,-155.146666666667,19.3696666666667
2.5,20 km SSE of Funny River,-150.6694,60.3263
1.09,7 km NE of Coso Junction,-117.8858333,36.087
2.24,20 km NW of Grapevine,-119.0793333,35.0766667
1.08,6 km WNW of Cobb,-122.79,38.83
4.8,39 km E of Ambunti,143.1705,-4.2723
2.00999999,10 km E of Pāhala,-155.384994506836,19.1865005493164
2.5,163 km SSE of False Pass,-162.3761,53.5137
1.34,11 km WNW of Oakland,-123.41483333333333,43.477333333333334
1.93,4 km S of Highland Park,-118.1938333,34.081
1.1,66 km NNE of Petersville,-150.4277,63.0771
4.3,89 km S of Tual,132.6953,-6.4376
1.55,13 km ENE of Borrego Springs,-116.2466667,33.3045
0.78,2 km E of The Geysers,-122.74,38.78
1.7,53 km NW of Toyah,-104.179,31.667
0.88,6 km WNW of Cobb,-122.79,38.84
1.36,11 km S of Shelton,-123.104,47.11333333333334
0.39,7 km ENE of Hebgen Lake Estates,-111.100166666667,44.787
1.11,7 km ENE of Hebgen Lake Estates,-111.101833333333,44.7861666666667
0.53,7 km ENE of Hebgen Lake Estates,-111.099666666667,44.7851666666667
1.91999996,6 km S of Volcano,-155.242172241211,19.3808326721191
2.2,35 km WSW of Mentone,-103.95,31.606
1.85,9 km NE of Shasta Lake,-122.31,40.74
1.08,21 km ENE of Little Lake,-117.6893333,35.9956667
4,220 km SSE of Atka,-173.4718,50.2648
4.7,Izu Islands,142.443,31.9827
1.49,10 km S of Fern Forest,-155.148166666667,19.3693333333333
1.4,15 km SW of Petersville,-150.9456,62.3888
-0.47,24 km W of Sitka,-135.739333333333,57.0715
-0.61,24 km W of Sitka,-135.740166666667,57.0655
-0.06,25 km W of Sitka,-135.748,57.073
0.97,4 km N of Minco,-97.94933333,35.35233333
0.64,9 km WNW of Cobb,-122.82,38.84
1.11,13 km SE of Tehachapi,-118.3405,35.0561667
-0.42,63 km ENE of Pedro Bay,-153.0835,60.0361666666667
2.17,19 km W of Volcano,-155.4145,19.4226666666667
-0.67,71 km NE of Nikolski,-168.187,53.4386666666667
0.96,11 km ENE of Aguanga,-116.7539978,33.4673347
2.1,65 km SW of Karluk,-155.2418,57.1657
0.84,9 km WNW of Cobb,-122.82,38.85
0.98,87 km WNW of Karluk,-155.723666666667,57.9731666666667
0.5,18 km NNW of Sutcliffe,-119.7214,40.0909
1.35,13 km WNW of Searles Valley,-117.5343333,35.8088333
1.8,25 km NW of Susitna,-150.8232,61.7148
2.15,22 km NW of Grapevine,-119.0963333,35.0838333
1.39,6 km NW of Catoosa,-95.798,36.2265
1,13 km SE of Knik River,-148.6959,61.3909
1.83000004,7 km S of Volcano,-155.22233581543,19.3768329620361
2.33,20 km NW of Grapevine,-119.0685,35.0848333
1.45,8 km N of Big Pine,-118.29,37.23
1.1,65 km WNW of Anchor Point,-152.8943,60.0134
1.63,4 km S of Lake Pillsbury,-122.95,39.37
1.74000001,6 km SSE of Pāhala,-155.461166381836,19.1506671905518
1.16,22 km E of San Lucas,-120.79,36.2
0.87,21 km E of Little Lake,-117.6755,35.9458333
1.22,51 km SE of Mammoth,-110.317333333333,44.6073333333333
0.79,19 km ESE of Julian,-116.4091667,33.0348333
1.86,8 km SSW of Big Bear Lake,-116.9468333,34.1806667
0.88,6 km SSE of False Pass,-163.372166666667,54.8015
1.26,9 km S of Fern Forest,-155.125,19.3796666666667
1.41,22 km NW of Grapevine,-119.0928333,35.0846667
1.16,5 km NW of Minco,-97.9805,35.35033333
1.1,3 km SW of Willow,-150.0949,61.7258
1.93,19 km NW of Kalaoa,-156.136166666667,19.8298333333333
0.5,18 km ESE of Anza,-116.4975,33.4975
1.7,9 km SE of Volcano,-155.185165405273,19.3746662139893
1.2,20 km SSW of Susitna,-150.7178,61.3855
0.6,4 km WNW of Sutton-Alpine,-148.8297,61.798
1,67 km S of Cantwell,-148.9868,62.7839
1.68,4 km SSW of Union City,-97.96433333,35.35366667
0.51,4 km SSE of Banning,-116.8618333,33.8968333
1.33,13 km ESE of Lincoln,-112.532666666667,46.89
1.9,37 km ESE of Malaga,-103.723,32.058
-0.35,83 km W of Salamatof,-152.831166666667,60.5528333333333
4.5,58 km SW of Ollagüe,-68.7033,-21.5465
1.6,5 km ESE of Califon,-74.7752,40.6958
1,13 km ENE of Twentynine Palms,-115.9336667,34.1746667
1.15,13 km ENE of Twentynine Palms,-115.9363333,34.175
1.66,9 km S of Fern Forest,-155.128,19.383
0.71,39 km ENE of Adak,-176.150666666667,52.072
0.6,10 km S of Idyllwild,-116.7111667,33.6536667
5.1,154 km W of Panguna,154.0976,-6.459
2.1,42 km NW of Toyah,-104.149,31.549
1.75,28 km WNW of Volcano,-155.4985,19.5086666666667
1.65,8 km S of Fern Forest,-155.1245,19.3856666666667
2.32,1 km W of Orocovis,-66.4075,18.2251666666667
2.88,4 km NW of Orocovis,-66.4171666666667,18.2575
2.08,8 km SSE of Volcano,-155.216,19.3711666666667
2.18,20 km E of Little Lake,-117.6845,35.9428333
0.73,20 km E of Little Lake,-117.688,35.9433333
1.43,18 km SW of Lamont,-119.0455,35.1436667
1.5,4 km SSE of Highland Park,-118.1833333,34.0908333
1.26,13 km E of Cloverdale,-122.88,38.84
2.1400001,10 km E of Pāhala,-155.378829956055,19.1849994659424
1.46,25 km SW of Lamont,-119.1156667,35.1121667
1.25,23 km NW of Grapevine,-119.0911667,35.1061667
0.69,30 km SW of Inyokern,-118.0745,35.485
-0.16,77 km NW of Ninilchik,-152.769666666667,60.4791666666667
1.25,23 km SW of Lamont,-119.098,35.1121667
0.44,8 km NNW of The Geysers,-122.82,38.83
0.75,6 km SE of Katie,-97.29716667,34.54366667
0.28,7 km NW of The Geysers,-122.82,38.81
0.73,7 km WNW of Cobb,-122.8,38.83
0.81,4 km ENE of Ocotillo Wells,-116.0963333,33.1576667
3.3,12 km NW of Beluga,-151.2308,61.2269
0.44,7 km NE of Banning,-116.8268333,33.9685
0.91,2 km NNW of The Geysers,-122.78,38.79
4.4,168 km NW of Neiafu,-175.1287,-17.5893
0.67,37 km NNE of Amboy,-122.18583333333333,46.19766666666666
-0.36,86 km NNW of Karluk,-155.165666666667,58.2471666666667
1.01,34 km NNE of Amboy,-122.34933333333333,46.2105
1.85,28 km NW of Stanley,-115.191,44.3956666666667
1.8,9 km NNE of Rockport,-121.5675,48.564166666666665
3.5,77 km N of Cruz Bay,-64.7636,19.0305
1.5,37 km SE of Fox River,-150.4992,59.6197
1.08,4 km NW of Minco,-97.97033333,35.34283333
0.16,81 km W of Adak,-177.818666666667,51.8536666666667
1.91,9 km SE of Volcano,-155.175166666667,19.3728333333333
1.05,8 km SE of Katie,-97.2825,34.5295
0.6,6 km S of Floriston,-120.0201,39.3353
1.19,20 km NW of Grapevine,-119.0556667,35.0851667
-0.42,67 km NE of Nikolski,-168.1845,53.3896666666667
0.12,30 km ENE of Adak,-176.263166666667,52.024
1.09,5 km NW of Big Bear Lake,-116.9495,34.271
1.29,44 km SSE of West Yellowstone,-110.834166666667,44.3126666666667
-0.48,41 km ENE of Adak,-176.1265,52.0841666666667
0.1,7 km S of Floriston,-120.0097,39.3309
0.5,28 km E of Herlong,-119.7964,40.1703
1.76999998,16 km S of Volcano,-155.251998901367,19.2980003356934
0.34,67 km W of Tyonek,-152.378333333333,61.034
1.04,0 km N of The Geysers,-122.76,38.78
1.36,19 km SW of Levan,-112.037,39.441
-0.05,89 km NNW of Karluk,-154.94,58.3335
1.74000001,24 km W of Volcano,-155.466827392578,19.4260005950928
2.12,23 km N of Pāhala,-155.466333333333,19.4116666666667
1.05,4 km WSW of Union City,-97.99083333,35.372
4.5,4 km WNW of Rasinja,16.6575,46.1981
2.8,Rat Islands,178.6041,51.6183
0.55,3 km NW of The Geysers,-122.78,38.79
4.7,10 km W of Urcos,-71.7211,-13.695
3.6,56 km SE of Chiniak,-151.7468,57.194
-0.16,81 km W of Tyonek,-152.635333333333,61.1515
0.85,5 km S of Idyllwild,-116.722,33.6988333
0.61,9 km E of Ashford,-121.9065,46.75716666666667
1.7,15 km W of Ninilchik,-151.9395,60.0718
1.43,10 km SE of Volcano,-155.175333333333,19.3691666666667
2.1,137 km ESE of Nikolski,-166.9226,52.5634
1.57,24 km E of Maricopa,-119.1416667,35.0795
0.98,3 km NW of Minco,-97.968,35.341
0.05,41 km NNE of Chitina,-144.034333333333,61.8293333333333
1.1,6 km SSE of Trapper Creek,-150.179,62.262
2.09,5 km NW of Big Bear Lake,-116.9475,34.276
0.82,5 km ENE of Los Angeles,-118.1986667,34.074
1.3,35 km S of Skwentna,-151.2936,61.6717
0.03,65 km W of Tyonek,-152.336833333333,61.1391666666667
0.99,21 km NW of Ocotillo,-116.1566667,32.86
2.35,22 km NW of Grapevine,-119.0763333,35.1056667
-0.47,25 km W of Dutch Harbor,-166.926666666667,53.8823333333333
0.1,5 km S of Floriston,-120.017,39.3444
2.2,35 km WSW of Mentone,-103.959,31.606
1.1,4 km SW of South Pasadena,-118.1755,34.0891667
1.77999997,5 km SSW of Volcano,-155.25700378418,19.3934993743896
1.86,6 km S of Volcano,-155.242172241211,19.382999420166
2.27,0 km WNW of Eden Roc,-155.110000610352,19.4948329925537
1.03,20 km E of Little Lake,-117.6868333,35.9426667
0.8200000000000001,7 km NNE of Government Camp,-121.70216666666667,45.36566666666667
3.11,5 km SSW of Volcano,-155.250666666667,19.392
2.34,5 km SSW of Volcano,-155.2505,19.3936666666667
1.3,32 km SSE of Denali National Park,-151.5696,63.254
1.29,4 km SSE of Highland Park,-118.1878333,34.0861667
0.61,20 km N of Borrego Springs,-116.3808333,33.4383333
4.5,46 km ENE of Luganville,167.5838,-15.4113
1.31,7 km N of Calumet,-98.12716667,35.66983333
1,31 km SW of Stevens Village,-149.6084,65.8141
0.02,13 km NE of Milford,-112.903666666667,38.4861666666667
1.8,61 km SSW of Whites City,-104.51,31.631
0.12,38 km WSW of Unalaska,-167.027833333333,53.687
2.3,35 km WSW of Mentone,-103.957,31.606
0.87,4 km NNW of Minco,-97.96633333,35.3475
2.85,24 km SW of Lamont,-119.1133333,35.1121667
1.97000003,11 km E of Pāhala,-155.368667602539,19.183500289917
1.7,55 km WSW of Tatitlek,-147.5496,60.6149
